,tweet_text,user_screen_name,user_name,user_location,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,tweet_created_at,tweet_id,tweet_source,tweet_lang,tweet_quote_count,tweet_reply_count,tweet_retweet_count,tweet_favorite_count,source_tweet_text,is_retweet,source_user_screen_name,source_user_name,source_user_location,source_user_followers_count,source_user_friends_count,source_user_listed_count,source_user_favourites_count,source_tweet_created_at,source_tweet_id,source_tweet_source,source_tweet_lang,source_tweet_quote_count,source_tweet_reply_count,source_tweet_retweet_count,source_tweet_favorite_count
0,"RT @JNCHARTS: [210121] JENNIE | INSTAGRAM

Most followed female K-pop Act on Instagram in the last 24 hours:

#1 JENNIE (+93,556) | 38,426,",punkishbIack,`,she/her,28,264,0,14252,Fri Jan 22 06:41:49 +0000 2021,1352506736859484161,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"[210121] JENNIE | INSTAGRAM

Most followed female K-pop Act on Instagram in the last 24 hours:

#1 JENNIE (+93,556) | 38,426,213

 https://t.co/R2rQpzvOIz

#JENNIE # 
#BLACKPINK @BLACKPINK https://t.co/CDssO64pxR",True,JNCHARTS,JENNIE CHARTS,,20506.0,35.0,204.0,1458.0,Thu Jan 21 16:41:35 +0000 2021,1.3522952849366098e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,9.0,0.0,174.0,537.0
1,"OMG! I cant wait!  I have a class on that day but who cares!  Blackpink is Life especially JENNIE!  @BLACKPINK 
#THESHOW_BLACKPINK #BLACKPINK #THESHOW https://t.co/6W6ATyMOx7",BehindThePinks,both no?,,41,143,0,3211,Fri Jan 22 06:41:48 +0000 2021,1352506736481996801,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
2,"RT @daveypinks: WTF? SHE LOOK HELLA HOT WITH THAT RED LIPSTICK ON, OH MY GOD!!  @BLACKPINK #JISOO https://t.co/xHmqgncXqH",yunhoesmadz,21:59,BLACKPINK's World,232,985,1,86535,Fri Jan 22 06:41:49 +0000 2021,1352506738189115395,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"WTF? SHE LOOK HELLA HOT WITH THAT RED LIPSTICK ON, OH MY GOD!!  @BLACKPINK #JISOO https://t.co/xHmqgncXqH",True,daveypinks,,pinks,39174.0,553.0,133.0,16051.0,Fri Jan 22 05:51:04 +0000 2021,1.3524939659419853e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,54.0,9.0,1057.0,2851.0
3,RT @_mandeukie: what's stopping you both from having a dance collab???? @blackpink @jypetwice https://t.co/Vy1jEmo02q,DarkPizza_21,; Kya - MY BIRTHDAY,,153,390,0,38312,Fri Jan 22 06:41:49 +0000 2021,1352506738885451776,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,what's stopping you both from having a dance collab???? @blackpink @jypetwice https://t.co/Vy1jEmo02q,True,_mandeukie,des,s/her || EXO's,2273.0,864.0,31.0,93901.0,Thu Jan 21 15:25:32 +0000 2021,1.352276148810498e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,5.0,1.0,29.0,141.0
4,"RT @translatebp:  News @BLACKPINK #ROS

Even Saint Laurent was surprised 'Ros effect'...How great was that?

Thanks to global ambassador",fatlalalaleo, #sw,JENCHULICHEANG,95,513,0,20159,Fri Jan 22 06:41:49 +0000 2021,1352506739157917697,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0," News @BLACKPINK #ROS

Even Saint Laurent was surprised 'Ros effect'...How great was that?

Thanks to global ambassador Ros, the 2021 Summer Women's Brand Fashion Show video released by Saint Laurent has exceeded 100 million views...

https://t.co/fStdzy182y https://t.co/4GwX2yrYGA",True,translatebp,beonyeok,any pronouns,1504.0,34.0,16.0,62.0,Fri Jan 22 06:08:54 +0000 2021,1.3524984561667686e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,2.0,6.0,36.0,82.0
5,RT @LEGENDHARMONY: yge gave the name baby monster to their new gg cause blackpink didnt want it LMAOOOOO  https://t.co/9RnbhSHFrr,CrewofBPQueens,Yel,,255,368,1,67700,Fri Jan 22 06:41:49 +0000 2021,1352506739753512962,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,yge gave the name baby monster to their new gg cause blackpink didnt want it LMAOOOOO  https://t.co/9RnbhSHFrr,True,LEGENDHARMONY,kayla ,ot4,12321.0,4936.0,26.0,21341.0,Fri Jan 22 05:10:17 +0000 2021,1.3524837045815992e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,92.0,12.0,140.0,644.0
6,"RT @BLACKPINK: AttentionPLUSmembers 
#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SHOW! 

Jo",torithorthor,yak,,85,275,1,4150,Fri Jan 22 06:41:49 +0000 2021,1352506739900354561,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"AttentionPLUSmembers 
#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SHOW! 

Join PLUS membership now to enjoy 
 https://t.co/Zos677QAe4

# #PALMSTAGE #THESHOW #LIVESTREAMCONCERT #YOUTUBEMUSIC #YOUTUBE #YG https://t.co/EcyIInmJwe",True,BLACKPINK,BLACKPINKOFFICIAL,,3094746.0,0.0,4178.0,0.0,Fri Jan 22 05:00:00 +0000 2021,1.3524811150770258e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,1853.0,1344.0,9133.0,32170.0
7,"RT @ygent_official: Attention PLUS members 

#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SH",ChaengLaurent02,Chaeyoungeee021197,,608,887,0,49349,Fri Jan 22 06:41:50 +0000 2021,1352506744816066562,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Attention PLUS members 

#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SHOW! 

Join PLUS membership now to enjoy 
 https://t.co/5b29ihdN9W

# #PALMSTAGE #THESHOW #LIVESTREAMCONCERT #YOUTUBEMUSIC #YOUTUBE #YG https://t.co/Dkkjcvewvj",True,ygent_official,YG FAMILY,"Seoul, Korea",7213250.0,38.0,7550.0,0.0,Fri Jan 22 05:00:13 +0000 2021,1.3524811689569034e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,294.0,768.0,3442.0,16602.0
8,RT @cyanblink: JISOO X DIOR FOR W KOREA. SHE'S SO STUNNING!  @BLACKPINK #JISOO https://t.co/YQSrd1ngy8,yunhoesmadz,21:59,BLACKPINK's World,232,985,1,86536,Fri Jan 22 06:41:51 +0000 2021,1352506745025777664,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,JISOO X DIOR FOR W KOREA. SHE'S SO STUNNING!  @BLACKPINK #JISOO https://t.co/YQSrd1ngy8,True,cyanblink,,,67567.0,123.0,214.0,10967.0,Fri Jan 22 05:55:50 +0000 2021,1.352495168545579e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,20.0,4.0,562.0,1808.0
9,"RT @BLACKPINK: AttentionPLUSmembers 
#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SHOW! 

Jo",tirekkecil, qq (-),lagi ngerantau,4967,4573,10,35136,Fri Jan 22 06:41:51 +0000 2021,1352506745386491904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"AttentionPLUSmembers 
#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SHOW! 

Join PLUS membership now to enjoy 
 https://t.co/Zos677QAe4

# #PALMSTAGE #THESHOW #LIVESTREAMCONCERT #YOUTUBEMUSIC #YOUTUBE #YG https://t.co/EcyIInmJwe",True,BLACKPINK,BLACKPINKOFFICIAL,,3094746.0,0.0,4178.0,0.0,Fri Jan 22 05:00:00 +0000 2021,1.3524811150770258e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,1853.0,1344.0,9134.0,32172.0
10,"RT @GlobalBlackPink: #BLACKPINK is currently trending #1 on MelOn Realtime Search 

#BLACKPINK @BLACKPINK https://t.co/AGUhIYbn5K",taennie09,jennie,"Bengaluru, India",10,26,0,16583,Fri Jan 22 06:41:51 +0000 2021,1352506746623856643,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"#BLACKPINK is currently trending #1 on MelOn Realtime Search 

#BLACKPINK @BLACKPINK https://t.co/AGUhIYbn5K",True,GlobalBlackPink,GLOBAL BLACKPINK #THESHOW,,328433.0,189.0,913.0,3743.0,Fri Jan 22 01:15:00 +0000 2021,1.3524244941496852e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,13.0,19.0,539.0,2351.0
11,"RT @JSUNGCH4N_KR: ( HELP RT )

WTS UNSEALED ALBUM &amp; PHOTOCARD POSTCARD 

-price range rm8-rm185
-dm for price &amp; item pic
-price exc postage",cl0udyhyunjin, leya  | stuDYIng + WTS AT ,chan's room,357,440,4,45628,Fri Jan 22 06:41:51 +0000 2021,1352506748293111809,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"( HELP RT )

WTS UNSEALED ALBUM &amp; PHOTOCARD POSTCARD 

-price range rm8-rm185
-dm for price &amp; item pic
-price exc postage

wts cuz i need to use money for refund my customer , please help me thankyou so much :)

NCT SF9 ASTRO THE BOYZ X1 BLACKPINK TREASURE STRAY KIDS https://t.co/7va8TToZDA",True,JSUNGCH4N_KR,REST. | PLEASE UNFOLLOW,,1034.0,280.0,0.0,10906.0,Thu Jan 21 12:51:05 +0000 2021,1.3522372780688425e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,11.0,19.0,236.0,117.0
12,RT @allkpop: #BLACKPINK fans have fallen in love with Jisoo's new hairstyle and vibe https://t.co/ytaFU3nds8,Lalisa_1705,SL,,59,640,0,33083,Fri Jan 22 06:41:52 +0000 2021,1352506750054838272,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,#BLACKPINK fans have fallen in love with Jisoo's new hairstyle and vibe https://t.co/ytaFU3nds8,True,allkpop,allkpop,Worldwide,5648238.0,658.0,8220.0,719.0,Thu Jan 21 20:17:57 +0000 2021,1.352349736276263e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,36.0,51.0,1047.0,7147.0
13,"RT @Ktown4u_com: #BLACKPINK # # #
#PHOTOBOOK

#LISA - LISA PHOTOBOOK [0327]
Rerelease confirmed as much love were received from fa",acelisa007,A shut up (Dead),Lisa's penthouse,352,234,1,9713,Fri Jan 22 06:41:54 +0000 2021,1352506757713702912,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"#BLACKPINK # # #
#PHOTOBOOK

#LISA - LISA PHOTOBOOK [0327]
Rerelease confirmed as much love were received from fans!

Check at Ktown4u on 1/22 10AM !
https://t.co/h73Z6GFdBp

#Ktown4u https://t.co/tD4oJgUXtF",True,Ktown4u_com,ktown4u_com,"Seoul, Korea",45289.0,12.0,66.0,1077.0,Fri Jan 22 00:58:37 +0000 2021,1.3524203700793385e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,367.0,43.0,1257.0,3660.0
14,"RT @cyanblink: WE FINALLY GOT THE LILIDANCE #4 DANCE PRACTICE! SHE'S INSANE! @BLACKPINK #LISA

 https://t.co/2hFvA8M9Pu",UnstoppaNelle,yoyon,,139,246,0,7503,Fri Jan 22 06:41:54 +0000 2021,1352506758564986881,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"WE FINALLY GOT THE LILIDANCE #4 DANCE PRACTICE! SHE'S INSANE! @BLACKPINK #LISA

 https://t.co/2hFvA8M9Pu",True,cyanblink,,,67567.0,123.0,214.0,10967.0,Wed Jan 20 19:09:54 +0000 2021,1.3519702244809236e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,2437.0,196.0,13574.0,38616.0
15,"RT @soompi: #BLACKPINKs #Jisoo Talks About Her Personality, Shares Advice On Dealing With Worries And Fears, And More
https://t.co/qE1RBYA",sooluve_,M |,"she/her, Minor",63,290,0,18301,Fri Jan 22 06:41:54 +0000 2021,1352506758623801344,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"#BLACKPINKs #Jisoo Talks About Her Personality, Shares Advice On Dealing With Worries And Fears, And More
https://t.co/qE1RBYAk5I https://t.co/XJ9PJLrwYW",True,soompi,Soompi,Worldwide,2947816.0,3666.0,4972.0,1555.0,Thu Jan 21 17:12:31 +0000 2021,1.3523030718005453e+18,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,23.0,54.0,1581.0,8912.0
16,"RT @BLACKPINK: AttentionPLUSmembers 
#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SHOW! 

Jo",Kine99308064,Kine,,0,4,0,336,Fri Jan 22 06:41:54 +0000 2021,1352506758711767041,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"AttentionPLUSmembers 
#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SHOW! 

Join PLUS membership now to enjoy 
 https://t.co/Zos677QAe4

# #PALMSTAGE #THESHOW #LIVESTREAMCONCERT #YOUTUBEMUSIC #YOUTUBE #YG https://t.co/EcyIInmJwe",True,BLACKPINK,BLACKPINKOFFICIAL,,3094746.0,0.0,4178.0,0.0,Fri Jan 22 05:00:00 +0000 2021,1.3524811150770258e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,1853.0,1344.0,9135.0,32178.0
17,@clvnter stanea a blackpink https://t.co/hW6kMeZLCU,iFINELINES,vicente,,139,124,10,1364,Fri Jan 22 06:41:54 +0000 2021,1352506760372903936,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
18,@bpmutualgain @BLACKPINK fb or i unfollow,plnkthugga,,i4yeoj,89,202,0,453,Fri Jan 22 06:41:54 +0000 2021,1352506760981065728,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
19,"RT @JENNIElites_PH: Want to win THE SHOW Plus tickets? Tweet and stream @enjoyGLOBE x @BLACKPINK TVC with us! Use the hashtags
#Reinvent a",12lovesickgirls,MAJ | ,Republic of the Philippines,1129,1196,1,6214,Fri Jan 22 06:41:54 +0000 2021,1352506761480081410,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Want to win THE SHOW Plus tickets? Tweet and stream @enjoyGLOBE x @BLACKPINK TVC with us! Use the hashtags
#Reinvent and #GlobeBLACKPINKReinvented

Use THE ROAD MAP below as a guide to our goal!

https://t.co/PArnXQAFEI https://t.co/LGQrIlzdOS",True,JENNIElites_PH, ,Republic of the Philippines,3326.0,57.0,11.0,28.0,Fri Jan 22 06:20:03 +0000 2021,1.352501260642001e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,4.0,10.0,21.0,34.0
20,"RT @chartsblackpink: Lovesick Girls  3PM KST: 

#6 MelOn (=)
#7 FLO (=)
#8 Bugs (+6)
#13 Genie (+1)

@BLACKPINK",_jenndeuks_,+JENN+ ,Mxico,7329,2867,16,68637,Fri Jan 22 06:41:55 +0000 2021,1352506763266895873,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Lovesick Girls  3PM KST: 

#6 MelOn (=)
#7 FLO (=)
#8 Bugs (+6)
#13 Genie (+1)

@BLACKPINK",True,chartsblackpink,BLACKPINK Charts,THE ALBUM,311052.0,136.0,867.0,83.0,Fri Jan 22 06:05:17 +0000 2021,1.3524975454702346e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,16.0,18.0,284.0,990.0
21,"RT @BPinAmerica: .@BLACKPINKs THE ALBUM has now surpassed 1.1B streams on Spotify, becoming the first album by an Asian female act to do",gladskiee,    ,"Antipolo, Rizal",485,468,0,7133,Fri Jan 22 06:41:55 +0000 2021,1352506763547820032,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,".@BLACKPINKs THE ALBUM has now surpassed 1.1B streams on Spotify, becoming the first album by an Asian female act to do so in history! https://t.co/9dH239Czkk",True,BPinAmerica,BLACKPINK AMERICA,international,71355.0,63.0,237.0,1324.0,Thu Jan 21 17:06:54 +0000 2021,1.3523016567345766e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,30.0,7.0,1212.0,4769.0
22,RT @daveypinks: She used the actor's chair gifted to her by DC Jisoo gallery ahhh this is so adorable!  @BLACKPINK #JISOO https://t.co/cva,howyoulikekimjs,eun young cho,actress & idol kim jisoo 2021,0,26,0,26,Fri Jan 22 06:41:55 +0000 2021,1352506764747411456,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,She used the actor's chair gifted to her by DC Jisoo gallery ahhh this is so adorable!  @BLACKPINK #JISOO https://t.co/cvaIQZDeM6,True,daveypinks,,pinks,39174.0,553.0,133.0,16051.0,Sat Jan 16 16:18:18 +0000 2021,1.3504774871095992e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,164.0,36.0,3433.0,13781.0
23,"RT @BP_Chartsk: ""HELLO WORLD . FROM JENNIE"" still trending #2 On Phillipines #3 on malaysia #19 on South Korea YouTube with 19M Views ",anona_ey,anonaEy,,1,107,0,2602,Fri Jan 22 06:41:55 +0000 2021,1352506765527535617,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"""HELLO WORLD . FROM JENNIE"" still trending #2 On Phillipines #3 on malaysia #19 on South Korea YouTube with 19M Views  @BLACKPINK",True,BP_Chartsk,Kpop Charts,BLACKPINK,7744.0,387.0,17.0,1492.0,Thu Jan 21 06:57:11 +0000 2021,1.3521482172159386e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,7.0,10.0,581.0,3859.0
24,"RT @ygent_official: Attention PLUS members 

#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SH",blackpinksimp,T.,ot4,2706,1053,28,409534,Fri Jan 22 06:41:56 +0000 2021,1352506767079518208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Attention PLUS members 

#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SHOW! 

Join PLUS membership now to enjoy 
 https://t.co/5b29ihdN9W

# #PALMSTAGE #THESHOW #LIVESTREAMCONCERT #YOUTUBEMUSIC #YOUTUBE #YG https://t.co/Dkkjcvewvj",True,ygent_official,YG FAMILY,"Seoul, Korea",7214014.0,38.0,7546.0,0.0,Fri Jan 22 05:00:13 +0000 2021,1.3524811689569034e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,306.0,768.0,3443.0,16610.0
25,"Rosie is the sweetest girl Ive ever met. She has the purest heart and gives all the love to everyone around her. I dont understand why you would do things like these. I wont even try to understand. 

RESPECT OUR ROS 
#RespectOurROS
@BLACKPINK
  # #ROS https://t.co/aKcHFe0RYB",chies74,Chaeuni14,Vit Nam,15,488,0,9918,Fri Jan 22 06:41:56 +0000 2021,1352506766643220480,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
26,"RT @soompi: #BLACKPINKs #Jisoo Talks About Her Personality, Shares Advice On Dealing With Worries And Fears, And More
https://t.co/qE1RBYA",Maryam63633614,Maryam,,10,10,0,22766,Fri Jan 22 06:41:56 +0000 2021,1352506767771652099,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"#BLACKPINKs #Jisoo Talks About Her Personality, Shares Advice On Dealing With Worries And Fears, And More
https://t.co/qE1RBYAk5I https://t.co/XJ9PJLrwYW",True,soompi,Soompi,Worldwide,2947816.0,3666.0,4972.0,1555.0,Thu Jan 21 17:12:31 +0000 2021,1.3523030718005453e+18,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,23.0,54.0,1582.0,8913.0
27,RT @sexckjn: blackpink is the best with four members  Jennie https://t.co/tf0pijxjrp,Reignashley13,A S H L E Y,,47,115,0,3340,Fri Jan 22 06:41:56 +0000 2021,1352506767813447680,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,blackpink is the best with four members  Jennie https://t.co/tf0pijxjrp,True,sexckjn,,,5229.0,4391.0,10.0,19694.0,Fri Jan 22 01:10:41 +0000 2021,1.3524234054049219e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,16.0,4.0,619.0,2446.0
28,"RT @BLACKPINK_PH: WHO WANTS TO WIN PLUS ACCESS TO ""BLACKPINK: THE SHOW""?

Stream Globe's TVC with BLACKPINK and join us on our trending eve",12lovesickgirls,MAJ | ,Republic of the Philippines,1129,1196,1,6214,Fri Jan 22 06:41:57 +0000 2021,1352506770434924550,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"WHO WANTS TO WIN PLUS ACCESS TO ""BLACKPINK: THE SHOW""?

Stream Globe's TVC with BLACKPINK and join us on our trending event!

REPLY, RETWEET, and QUOTE
#Reinvent #GlobeBLACKPINKReinvented 

: https://t.co/MLN5Jm3exv https://t.co/OcMkLh7ZOW",True,BLACKPINK_PH,BLACKPINK PH ,,129114.0,126.0,212.0,8732.0,Fri Jan 22 06:23:00 +0000 2021,1.3525020037845524e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,24.0,35.0,58.0,78.0
29,RT @BLACKPINKFML: [PHOTO] @BLACKPINK's Dance Practice room was shown in recent episode of YG TREASURE MAP! https://t.co/fImNCDgNdA,malsimalsou,malou,712178,597,476,0,26320,Fri Jan 22 06:41:57 +0000 2021,1352506771202433025,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,[PHOTO] @BLACKPINK's Dance Practice room was shown in recent episode of YG TREASURE MAP! https://t.co/fImNCDgNdA,True,BLACKPINKFML,BLCKPIK FAMILY VOTES,Worldwide ,35389.0,189.0,110.0,7661.0,Fri Jan 22 05:34:14 +0000 2021,1.3524897300641341e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,7.0,5.0,165.0,589.0
30,RT @intorevezkdlin: awwwww reveluvs the velvets are going to break blackpink's record with longest hiatus soon awwwwwwww ,aengaeng_bruww,,,36,152,0,1014,Fri Jan 22 06:41:57 +0000 2021,1352506771835809796,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,awwwww reveluvs the velvets are going to break blackpink's record with longest hiatus soon awwwwwwww ,True,intorevezkdlin,,  | she/her,1170.0,1169.0,5.0,19261.0,Fri Jan 22 05:29:51 +0000 2021,1.3524886273185792e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,24.0,4.0,26.0,155.0
31,"RT @JESSSHOPPE:  [UPDATE] BLACKPINK LISA LIMITED EDITION PHOTOBOOK 0327  [THREAD]

- I will post here the UPDATEs for the 0327 PHOTOBOOK.",Paulette_aroza,Polet,National Capital Region,85,79,0,368,Fri Jan 22 06:41:58 +0000 2021,1352506774507515908,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0," [UPDATE] BLACKPINK LISA LIMITED EDITION PHOTOBOOK 0327  [THREAD]

- I will post here the UPDATEs for the 0327 PHOTOBOOK. Make sure to BOOKMARK this 

#JESSSHOPPE_UPDATES https://t.co/yFn3DILoxe",True,JESSSHOPPE, JESS SHOPPE  | RS1 IS COMING ,PH,4771.0,20.0,18.0,1365.0,Fri Jan 22 06:27:20 +0000 2021,1.3525030950208061e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,1.0,1.0,18.0,118.0
32,@ygent_official @ygofficialblink Confirm Ros Solo debut will be with a mini album like you promised. Ros deserves atleast a mini album after two years of waiting. Give us a confirmation on the date too. @ygent_official @ygofficialblink @BLACKPINK,lilsunflower_xx,HimKoo | 2.0 | semi-REST,Taehyung's heart,25,197,0,2586,Fri Jan 22 06:41:58 +0000 2021,1352506776004882433,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
33,"RT @ygent_official: Attention PLUS members 

#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SH",Kine99308064,Kine,,0,4,0,337,Fri Jan 22 06:41:58 +0000 2021,1352506777795878912,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Attention PLUS members 

#BLACKPINK is going to share a glimpse of their SOUND CHECK rehearsal one day before THE SHOW! 

Join PLUS membership now to enjoy 
 https://t.co/5b29ihdN9W

# #PALMSTAGE #THESHOW #LIVESTREAMCONCERT #YOUTUBEMUSIC #YOUTUBE #YG https://t.co/Dkkjcvewvj",True,ygent_official,YG FAMILY,"Seoul, Korea",7213250.0,38.0,7550.0,0.0,Fri Jan 22 05:00:13 +0000 2021,1.3524811689569034e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,294.0,769.0,3444.0,16614.0
34,"RT @JENNIElites_PH: Want to win THE SHOW Plus tickets? Tweet and stream @enjoyGLOBE x @BLACKPINK TVC with us! Use the hashtags
#Reinvent a",dearidiaryyy,Teume__Blink KINDA IA FOKUS UTBK,"Medan Kota, Indonesia",154,187,0,908,Fri Jan 22 06:41:59 +0000 2021,1352506779511345152,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Want to win THE SHOW Plus tickets? Tweet and stream @enjoyGLOBE x @BLACKPINK TVC with us! Use the hashtags
#Reinvent and #GlobeBLACKPINKReinvented

Use THE ROAD MAP below as a guide to our goal!

https://t.co/PArnXQAFEI https://t.co/LGQrIlzdOS",True,JENNIElites_PH, ,Republic of the Philippines,3326.0,57.0,11.0,28.0,Fri Jan 22 06:20:03 +0000 2021,1.352501260642001e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,4.0,10.0,22.0,35.0
